Combined ID,Diagram Name,Intent Trigger Keywords,Golden Example Payload,UI Card Description (Short),Phase,Phase Name,Phase Goal,Architecture Domain,Abstraction Level,Architectural Stack Layer,Notation Standard,Default Layout Direction,Core GCP Services Featured (Exhaustive),Generative Build Sequence (How to Draw It),How to Handle Advanced Prompts (Overlay Logic),Required User Inputs,Prerequisite,Primary Personas (Creator / Consumer / Stakeholder),Sales Cycle Stage,Lifecycle Phase,Live Railway Link
P3-DAT-C-06_unified_data_governance,Unified Data Governance & Access Control,"data governance, dataplex, access control, rbac, abac, data catalog, pii masking, compliance","Build a Unified Data Governance diagram on GCP showing Dataplex Universal Catalog, Cloud DLP automated PII masking, BigQuery row-level security, and Cloud IAM conditional access.","Enterprise-wide Dataplex taxonomy, row/column ABAC policies, automated PII tag templates, and 21 CFR Part 11 compliance.",3,Phase 3: Target State Logical Architecture,"Enterprise-wide Dataplex taxonomy, row/column ABAC policies, automated PII tag templates, and 21 CFR Part 11 compliance.",Data & Analytics,Conceptual,Layer 1 (Foundation),Dataplex Active Governance Fabric,LR,"Dataplex Universal Catalog, Cloud DLP, BigQuery Column-Level Security, Cloud IAM, Cloud KMS, Cloud Audit Logs","1. Draw Policy Definition Plane (Legal, Compliance, CISO). 2. Draw Dataplex Governance Hub (Metadata Catalog, Tag Templates). 3. Draw Enforcement Tier (Cloud DLP, Column-Level Encryption, Dynamic Row Filters). 4. Draw Audit Log Lakehouse.",If [Healthcare/Life Sciences] requested: Enforce HIPAA de-identification rules and 21 CFR Part 11 electronic signature audit logs.,"System scope, component names, protocols",Initial architectural intent,Creator: Data Governance Officer | Consumers: Data Stewards & SREs | Stakeholders: Chief Compliance Officer / CISO,Architecture Design / Review,Requirements → Design,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P3-DAT-C-06_unified_data_governance
P3-SEC-L-07_federated_iam_sso,Google Cloud Federated IAM & SSO Architecture,"iam, sso, saml, oidc, federated identity, azure ad, okta, workforce identity federation, iap, beyondcorp","Design a Google Cloud Federated IAM architecture synchronizing corporate Azure AD users via GCDS, enforcing SAML 2.0 SSO, and securing internal apps with BeyondCorp Identity-Aware Proxy (IAP).","GCDS Directory Sync, SAML 2.0 / OIDC Identity Federation, Okta / Azure AD Bridge, and Identity-Aware Proxy (IAP).",3,Phase 3: Target State Logical Architecture,"GCDS Directory Sync, SAML 2.0 / OIDC Identity Federation, Okta / Azure AD Bridge, and Identity-Aware Proxy (IAP).",Cloud Infra Security,Logical,Layer 4 (Application),Zero-Trust Context-Aware Flow,LR,"Cloud Identity, Workforce Identity Federation, Identity-Aware Proxy (IAP), Cloud IAM, BeyondCorp Enterprise, Cloud Audit Logs",1. Draw Corporate IdP container (Azure AD / Okta). 2. Draw Google Cloud Identity sync bridge (GCDS). 3. Draw Workforce Identity Federation token exchange. 4. Draw IAP Gateway intercepting end-user HTTPS traffic with context-aware device checks. 5. Route to backend GKE/Cloud Run apps.,If [Workload Identity] requested: Add GitHub Actions OIDC federation with Google Cloud Service Accounts without static keys.,"System scope, component names, protocols",Initial architectural intent,Creator: Identity & Access Architect | Consumers: Cloud Security Engineers | Stakeholders: CISO / Identity Operations Lead,Architecture Design / Review,Requirements → Design,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P3-SEC-L-07_federated_iam_sso
P3-APP-L-08_micro_frontend_architecture,Micro-Frontend & Modular UI Presentation,"micro frontend, mfe, module federation, web components, design system, client event bus, shell app","Build a Micro-Frontend architecture with a host Next.js Shell dynamically loading remote Webpack 5 Module Federation micro-apps (Header, Dashboard, Chat Assistant) with shared Tailwind tokens and BroadcastChannel event bus.","Module Federation shell, isolated UI micro-apps, shared design system tokens, and client-side event bus.",3,Phase 3: Target State Logical Architecture,"Module Federation shell, isolated UI micro-apps, shared design system tokens, and client-side event bus.",App & Integration,Logical,Layer 4 (Application),Module Federation UI Component Map,LR,"Cloud CDN, Cloud Storage (Static Assets), Cloud Run (Host SSR), Firebase Hosting, Cloud Armor WAF",1. Draw top User Presentation Shell (Host Container). 2. Draw decoupled remote Micro-App containers. 3. Add Shared Design System and State Bus. 4. Draw backend API Gateway routes connecting to each microservice domain.,If [Real-Time WebSocket Sync] requested: Inject WebSockets Client Gateway and BroadcastChannel state replication.,"System scope, component names, protocols",Initial architectural intent,Creator: Principal Frontend Architect | Consumers: UI/UX & Frontend Engineers | Stakeholders: VP Engineering / Head of Product,Architecture Design / Review,Requirements → Design,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P3-APP-L-08_micro_frontend_architecture
P3-GOV-L-09_logical_ai_config_tenant,Product Plan - Logical AI Config (Tenant Architecture),"multi-tenant, tenant isolation, quota governor, rate limiting, noisy neighbor, persona routing","Create a Multi-Tenant Logical AI Configuration diagram showing Tenant Router, Tenant Quota Governor, Row-Level Security isolation in Cloud SQL, and dedicated Vertex AI model endpoints for Enterprise tier.","Multi-tenant logical isolation, tenant resource allocation, model persona routing, and quota governor.",3,Phase 3: Target State Logical Architecture,"Multi-tenant logical isolation, tenant resource allocation, model persona routing, and quota governor.",Strategy & Governance,Logical,Layer 4 (Application),Hierarchical Multi-Tenant Tree,TD,"Vertex AI Model Endpoints, Memorystore for Redis, Cloud SQL, BigQuery, Apigee API Gateway, Cloud Monitoring",1. Draw Ingress Tenant Router. 2. Draw Tenant Quota & Policy Governor. 3. Draw Tiered Compute Clusters (Shared vs Dedicated). 4. Draw Data Isolation Layer with tenant_id foreign keys and RLS rules.,If [Noisy Neighbor Prevention] requested: Add Redis Token Bucket Rate Limiting with sub-millisecond throttle enforcement.,"System scope, component names, protocols",Initial architectural intent,Creator: Cloud Platform Foundations Lead | Consumers: Platform Engineers & Tenant Admins | Stakeholders: Head of Infrastructure,Architecture Design / Review,Requirements → Design,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P3-GOV-L-09_logical_ai_config_tenant
P3-APP-L-10_multi_agent_sequence_flow,Multi-Agent Execution Lifeline Sequence Diagram,"sequence diagram, uml lifeline, grpc flow, vpc-sc, hitl review, agent execution, chronological sequence","Build a UML Sequence Diagram showing an end-user query flowing to API Gateway, prompt scanning in Model Armor, vector retrieval in Vertex Vector Search, Gemini 3.7 reasoning, a low-confidence Human-in-the-Loop review gate, and final verified response.","Micro Dynamic UML sequence diagram modeling end-user requests, agent orchestration, confidence gating, and HITL review.",3,Phase 3: Target State Logical Architecture,"Micro Dynamic UML sequence diagram modeling end-user requests, agent orchestration, confidence gating, and HITL review.",App & Integration,Logical,Layer 4 (Application),Dynamic UML Sequence Diagram,LR,"Cloud Endpoints / Apigee, Vertex AI Vector Search, Gemini 3.7 Flash, Model Armor, Cloud Audit Logs, PagerDuty / HITL Portal","1. Draw 5 vertical lifeline columns (User, API Gateway, Vector Store, Gemini Agent, Human Reviewer). 2. Draw numbered horizontal sequence arrows (1..8). 3. Add HITL condition box at Step 5. 4. Return sub-second verified output to client.",Enforce Maximum 140px Label Width (split with <br>) and 30px Minimum Vertical Clear-Zone to prevent text collisions.,"System scope, component names, protocols",Initial architectural intent,Creator: Principal API Architect | Consumers: Backend Developers & Auditors | Stakeholders: Product Managers / Lead Developers,Architecture Design / Review,Requirements → Design,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P3-APP-L-10_multi_agent_sequence_flow
P4-SEC-P-01_secure_deployment_topology_map,Secure Deployment Topology Map,"secure deployment, zero trust, gke autopilot, cloud armor, waf, binary authorization, cmek kms, scc, security topology","Generate a production Secure Deployment Topology Map on GCP with Cloud Armor WAF, Private GKE Autopilot cluster, Private Service Connect to Cloud SQL, Cloud KMS CMEK encryption, and Binary Authorization signing.","Zero-Trust GCP Network Topology with Cloud Armor WAF, GKE Autopilot, Cloud SQL PSA, Binary Authorization, and CMEK KMS.",4,Phase 4: Technical Deep-Dive & Security Validation,"Zero-Trust GCP Network Topology with Cloud Armor WAF, GKE Autopilot, Cloud SQL PSA, Binary Authorization, and CMEK KMS.",Cloud Infra Security,Physical,Layer 5 (Operations),Zero-Trust Physical Network Topology,LR,"Cloud Armor, GKE Autopilot, Cloud SQL PSA, Cloud KMS CMEK, Artifact Registry, Binary Authorization, Security Command Center, Cloud NAT","1. Draw Outer Internet & CDN edge with Cloud Armor WAF. 2. Draw Secure CI/CD Pipeline (Cloud Build -> Artifact Registry -> Binary Auth). 3. Draw Production VPC Perimeter (Private GKE cluster with Istio mTLS 1.3). 4. Draw Private Data Zone (Cloud SQL via PSC, Cloud KMS CMEK). 5. Add SCC threat detection overlay.","Ensure 100% canvas density, explicit port numbers (443, 8443, 5432), and zero plain-text passwords.","System scope, component names, protocols",Initial architectural intent,Creator: Principal Cloud Security Architect | Consumers: DevSecOps & Network Engineers | Stakeholders: CISO / Head of Security,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-SEC-P-01_secure_deployment_topology_map
P4-SEC-P-02_gcp_landing_zone_vpc_map,Google Cloud Infrastructure: Landing Zone & Shared VPC Topology,"landing zone, shared vpc, hub and spoke, 100g interconnect, cloud router bgp, cloud nat, cloud armor, private service connect, psc, gke autopilot, serverless direct vpc, psa, vpc service controls, vpc-sc, cloud kms hsm, scc, org policies, cloud logging, asset inventory, config sync","Design a Google Cloud Landing Zone and Shared VPC Network Fabric with 100G Dedicated Interconnect, Cloud HA VPN, Network Connectivity Center, Shared VPC Host Project Hub (Cloud Router BGP, Cloud NAT/DNS, Cloud Armor WAF, PSC Hub 10.100.0.0/24), Workload Spoke Projects (GKE Autopilot 10.10.0.0/20, Serverless Direct VPC, PSA 10.20.0.0/16, Vertex AI Endpoints), Zero-Trust Perimeter (VPC-SC, Cloud KMS HSM Dual Rings, SCC, Org Policy Guardrails), and Observability & Management (Cloud Ops, Asset Inventory, Config Sync).","Physical Zero-Trust Network Fabric: Hub-and-Spoke Shared VPC, 100G Interconnect, Cloud Router BGP, PSC Hub, GKE Spoke, and VPC-SC Perimeter.",4,Phase 4: Technical Deep-Dive & Security Validation,"Physical Zero-Trust Network Fabric: Hub-and-Spoke Shared VPC, 100G Interconnect, Cloud Router BGP, PSC Hub, GKE Spoke, and VPC-SC Perimeter.",Cloud Infra Security,Physical,Layer 5 (Operations),Hub-and-Spoke Shared VPC Topology,LR,"Shared VPC Host Project, Dedicated Cloud Interconnect 100G, Cloud Router BGP, Private Service Connect (PSC), Cloud Armor & WAF, GKE Autopilot, Private Services Access (PSA), VPC Service Controls, Cloud KMS HSM, Security Command Center (SCC), Cloud Asset Inventory, Config Sync, Gemini 3.7 Flash","1. Draw On-Premise & Transit Interconnect (Corporate DC, 100G Interconnect, Cloud HA VPN, NCC). 2. Draw Shared VPC Host Project (Cloud Router BGP, Cloud NAT/DNS, Cloud Armor WAF, PSC Hub). 3. Draw Workload Spoke Projects (GKE Autopilot, Serverless Direct VPC, PSA, Vertex AI Endpoints). 4. Draw Zero-Trust Perimeter (VPC-SC, Cloud KMS HSM, SCC, Org Policies). 5. Draw Observability & Management (Cloud Logging, Asset Inventory, Config Sync).","Enforce zero public IP ingress on workloads, 100G MACsec encryption SLA, and transitive PSC service mesh routing.","System scope, component names, protocols",Initial architectural intent,Creator: Principal Network Architect | Consumers: CISO & SecOps Leads | Stakeholders: VP Cloud Infrastructure,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-SEC-P-02_gcp_landing_zone_vpc_map
P4-SEC-P-03_data_residency_sovereign_map,Data Residency & Sovereign Cloud Map,"data residency, sovereign cloud, gdpr, eu ai act, jurisdiction boundary, vpc peering, cross-border dlp",Build a Data Residency & Sovereign Cloud Map separating EU Sovereign Cloud (Frankfurt) and US Commercial Cloud (Iowa) with Cloud DLP border inspection and local EU External Key Management (EKM).,"Multi-region landing zone, cross-region VPC peering, sovereign boundary enforcement, and Cloud Interconnect links.",4,Phase 4: Technical Deep-Dive & Security Validation,"Multi-region landing zone, cross-region VPC peering, sovereign boundary enforcement, and Cloud Interconnect links.",Cloud Infra Security,Physical,Layer 5 (Operations),Sovereign Perimeter & Boundary Mesh,LR,"Cloud KMS External Key Manager (EKM), Cloud DLP, VPC Service Controls, Dedicated Interconnect, Cloud Storage Dual-Region, Cloud Logging",1. Draw Left Container: EU Sovereign Cloud Perimeter (Frankfurt). 2. Draw Right Container: US Commercial Cloud Perimeter (Iowa). 3. Insert Central Cross-Border Gateway with Cloud DLP and EKM HSM keys. 4. Annotate GDPR Article 44 transfer compliance.,If [Sovereign Air-Gap] requested: Strip all external internet egress routes and enforce 100% private Google access.,"System scope, component names, protocols",Initial architectural intent,Creator: Sovereign Cloud Architect | Consumers: Compliance & Security Leads | Stakeholders: CISO / Data Protection Officer,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-SEC-P-03_data_residency_sovereign_map
P4-AI-P-04_enterprise_agent_runtime_platform,Enterprise Agent Runtime Platform,"agent runtime, gke, cloud run, compute, infrastructure, agent gateway, deployment, mcp, model armor","Design an Enterprise Agent Runtime Platform on GKE Autopilot with gVisor isolation, Agent Gateway, MCP tool worker pods, Model Armor prompt protection, and Vertex AI TPU v5e serving.","Physical sandboxed compute runtime on GKE Autopilot with Agent Gateway, MCP tool worker pods, and Model Armor prompt interceptor.",4,Phase 4: Technical Deep-Dive & Security Validation,"Physical sandboxed compute runtime on GKE Autopilot with Agent Gateway, MCP tool worker pods, and Model Armor prompt interceptor.",AI & Agentic,Physical,Layer 5 (Operations),Physical Microservice & GKE Topology,LR,"GKE Autopilot (gVisor), Model Armor, Vertex AI TPU v5e, MCP Gateway, Memorystore Redis, Gemini 3.7 Flash, Cloud Logging","1. Draw Ingress LB & Cloud Armor. 2. Draw Agent Gateway & Model Armor real-time prompt interceptor. 3. Draw GKE Autopilot Sandboxed Workers (MCP Tool Pods, ephemeral SSDs). 4. Draw Vertex AI TPU v5e serving and BigQuery telemetry.","If [High Security] requested: Enforce gVisor kernel isolation, CMEK HSM for tool scratchpads, and VPC-SC perimeter.","System scope, component names, protocols",Initial architectural intent,Creator: AI Systems Architect | Consumers: ML Engineers & DevSecOps | Stakeholders: CTO / Head of AI Platforms,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-AI-P-04_enterprise_agent_runtime_platform
P4-SEC-P-05_tech_agentic_mesh,Hybrid Multi-Cloud Networking & Gemini Enterprise,"multi cloud, hybrid interconnect, 100g dedicated interconnect, ncc, bgp routing, aws direct connect, gemini aiops","Create a carrier-grade Hybrid Multi-Cloud network topology connecting On-Premises Core (ASN 65001), Google Cloud VPC (ASN 16550) via dual 100G Interconnect, and AWS us-east-1 via Cross-Cloud Interconnect with Network Connectivity Center (NCC) BGP routing.","100G Dedicated Interconnect, Partner Interconnect, Cloud VPN, Cross-Cloud Interconnect for AWS, NCC BGP routing, and Gemini AIOps.",4,Phase 4: Technical Deep-Dive & Security Validation,"100G Dedicated Interconnect, Partner Interconnect, Cloud VPN, Cross-Cloud Interconnect for AWS, NCC BGP routing, and Gemini AIOps.",Cloud Infra Security,Physical,Layer 5 (Operations),Multi-Cloud Network Transit Mesh,LR,"Dedicated Cloud Interconnect (100G), Network Connectivity Center (NCC), Cloud Router, Cloud VPN, Cross-Cloud Interconnect, Gemini Enterprise AIOps",1. Draw Left Tier: On-Premises Core Datacenter. 2. Draw Center Tier: Google Cloud VPC with NCC Hub and Cloud Routers. 3. Draw Right Tier: AWS Direct Connect Gateway and VPCs. 4. Draw redundant active-active 100G BGP circuits. 5. Overlay Gemini Enterprise AIOps self-healing brain.,Enforce sub-second BFD failover (300ms) badges and 100% private RFC 1918 CIDR IP block labels.,"System scope, component names, protocols",Initial architectural intent,Creator: Principal Network Architect | Consumers: Multi-Cloud Network Engineers | Stakeholders: VP Infrastructure / CISO,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-SEC-P-05_tech_agentic_mesh
P4-GOV-L-06_tech_eval_safety,"Agentic AI Evaluation, Safety & Optimization Platform","ai evaluation, model safety, model armor, rlhf, atheris fuzzer, agent registry, ai trism, closed loop optimization","Build an End-to-End Agentic AI Evaluation and Safety Platform on GCP with Agent Registry, Vertex AI Agent Builder, Model Armor prompt filters, Atheris security fuzzer, and BigQuery/Looker optimization telemetry.","Closed-loop Agentic AI Evaluation, Safety, and Optimization Platform integrating Agent Registry, Gemini Pro/Ultra, Model Armor, and RLHF tuning.",4,Phase 4: Technical Deep-Dive & Security Validation,"Closed-loop Agentic AI Evaluation, Safety, and Optimization Platform integrating Agent Registry, Gemini Pro/Ultra, Model Armor, and RLHF tuning.",AI Agentic & LLMOps,Logical,Layer 3 (Complex),Closed-Loop Governance Pipeline,LR,"Vertex AI Agent Builder, Gemini 3.7 Flash / Pro, Agent Registry, Model Armor, Vertex AI Model Evaluation, BigQuery, Looker Studio","1. Draw Ingestion & Agent Registry. 2. Draw Gemini Platform Core (Orchestrator, Reasoning Engine, Tool Mesh). 3. Draw Parallel Evaluation & Safety Loop (Vertex Model Eval + Human Review). 4. Draw Feedback Loop updating Prompt Configurations & RLHF Weights.",Include GE App Context binding and continuous sub-second policy synchronization.,"System scope, component names, protocols",Initial architectural intent,Creator: Lead AI Safety Researcher | Consumers: MLOps & Governance Teams | Stakeholders: Chief AI Officer / AI Ethics Board,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-GOV-L-06_tech_eval_safety
P4-GOV-L-07_ai_trism_guardrails,AI TRiSM Security Guardrail Pipeline,"trism, model armor, prompt injection, jailbreak defense, pii redaction, constitutional ai, kill switch","Design an AI TRiSM Guardrail Pipeline where user prompts pass through Cloud DLP (PII Redaction), Model Armor (Prompt Injection & Jailbreak scanning), Vertex AI Gemini Inference, and a Constitutional AI Judge with an automated kill-switch.","Enterprise AI Safety & Ethics Governance Suite with Constitutional Judges, CI/CD Gatekeeper, and Kill-Switch.",4,Phase 4: Technical Deep-Dive & Security Validation,"Enterprise AI Safety & Ethics Governance Suite with Constitutional Judges, CI/CD Gatekeeper, and Kill-Switch.",Strategy & Governance,Logical,Layer 4 (Application),TRiSM Pre/Post Inference Pipeline,LR,"Cloud DLP, Model Armor, Vertex AI Guardrails, Gemini 3.7 Flash, Cloud Functions (Kill-Switch), Cloud Logging","1. Draw User Prompt Ingress. 2. Draw Pre-Inference Inspection Gate (DLP, Jailbreak Fuzzer). 3. Draw Core LLM Inference. 4. Draw Post-Inference Validation Gate (Hallucination Checker, PII Re-check). 5. Attach Emergency Kill-Switch and Audit Logger.",If [EU AI Act Compliance] requested: Tag high-risk classification badges and audit trail retention specs.,"System scope, component names, protocols",Initial architectural intent,Creator: AI Security Architect | Consumers: CISO & Legal Officers | Stakeholders: Risk Management / Ethics Board,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-GOV-L-07_ai_trism_guardrails
P4-GOV-L-08_ai_agent_approval_workflow,AI Agent Approval Workflow & Human-in-the-Loop Governance,"approval workflow, ai governance, bias testing, legal review, deployment gate, binary auth, kms attestation","Design an AI Agent Approval Workflow with automated red-teaming, Legal/Security review gates, Cloud KMS HSM attestation, and Binary Authorization signed GKE deployment.","Security, legal, and bias testing gates agents pass before production with Binary Authorization cryptographic attestation.",4,Phase 4: Technical Deep-Dive & Security Validation,"Security, legal, and bias testing gates agents pass before production with Binary Authorization cryptographic attestation.",Strategy & Governance,Logical,Layer 4 (Application),Governance Gatekeeper Flow,LR,"Vertex AI Evaluation, Binary Authorization, Cloud KMS HSM, Cloud Tasks HITL, GKE Autopilot, Gemini 3.7 Flash, Cloud Audit Logs",1. Draw Developer IDE & Agent Manifest submission. 2. Draw Automated Security & Red-Teaming stage. 3. Draw Multi-Stakeholder Human Approval stage (Legal & AppSec). 4. Draw Binary Authorization KMS signing and Signed GKE deployment.,"If [Regulated Financial/Health] requested: Require 3-key M-of-N multi-sig attestation from Legal, SecOps, and Compliance.","System scope, component names, protocols",Initial architectural intent,Creator: AI Governance Architect | Consumers: DevSecOps & Legal Teams | Stakeholders: Chief Compliance Officer / CISO,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-GOV-L-08_ai_agent_approval_workflow
P4-GOV-P-09_devsecops_ci_cd_pipeline,Enterprise DevSecOps Polyrepo CI/CD Pipeline Flow,"devsecops, ci cd, cloud build, artifact registry, binary authorization, sast, dast, sbom, gitops, argocd","Build a DevSecOps CI/CD pipeline showing Developer Git push triggering Cloud Build, SonarQube SAST, Trivy container vulnerability scan, Cosign Binary Authorization signing, and ArgoCD progressive canary rollout to GKE.","Cloud Build polyrepo CI/CD, Artifact Registry, Trivy/SonarQube SAST, Binary Authorization, and GKE continuous deployment.",4,Phase 4: Technical Deep-Dive & Security Validation,"Cloud Build polyrepo CI/CD, Artifact Registry, Trivy/SonarQube SAST, Binary Authorization, and GKE continuous deployment.",Strategy & Governance,Physical,Layer 5 (Operations),Polyrepo GitOps Pipeline Flow,LR,"Cloud Build, Artifact Registry, Binary Authorization, Cloud Deploy, GKE Autopilot, Secret Manager, Cloud KMS","1. Draw Source Code Stage (GitHub / Cloud Source Repos). 2. Draw Build & Test Stage (Cloud Build, Unit Tests). 3. Draw Security Quality Gate (SAST, DAST, SBOM, Binary Auth). 4. Draw Promotion & Deployment Stage (Cloud Deploy -> GKE Staging -> Canary Prod).",Enforce zero unsigned container deployments by verifying Binary Authorization attestation verification.,"System scope, component names, protocols",Initial architectural intent,Creator: Lead DevSecOps Engineer | Consumers: Software Engineering Teams | Stakeholders: VP Engineering / Platform Lead,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-GOV-P-09_devsecops_ci_cd_pipeline
P4-APP-L-10_enterprise_event_driven_eda_mesh,Event-Driven Architecture (EDA) & Kafka Event Mesh,"eda, event driven, event mesh, kafka, pubsub, avro schema registry, dlq, dead letter queue, event sourcing","Design an Enterprise Event-Driven EDA Mesh with Cloud Pub/Sub and Managed Kafka brokers, Confluent Schema Registry, 3 consumer microservice groups, and automated Dead-Letter Queue (DLQ) retry routing.","Event broker mesh (Pub/Sub / Kafka), schema registry, event-driven consumer microservices, and DLQ handling.",4,Phase 4: Technical Deep-Dive & Security Validation,"Event broker mesh (Pub/Sub / Kafka), schema registry, event-driven consumer microservices, and DLQ handling.",App & Integration,Logical,Layer 4 (Application),Distributed Event Mesh & DLQ Matrix,LR,"Cloud Pub/Sub, Managed Service for Apache Kafka, Cloud Run, Cloud Tasks, Cloud Bigtable, BigQuery","1. Draw Event Producers on left. 2. Draw Central Event Mesh (Partitioned Topics, Schema Registry). 3. Draw Decoupled Consumer Groups. 4. Draw DLQ Error & Poison Pill Handling container. 5. Route analytical copies to BigQuery.",If [Exactly-Once Semantics] requested: Add Deduplication IDs and idempotent database transaction writes.,"System scope, component names, protocols",Initial architectural intent,Creator: Principal Integration Architect | Consumers: Backend & Event Stream Developers | Stakeholders: Application Architecture Lead,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-APP-L-10_enterprise_event_driven_eda_mesh
P4-APP-L-11_serverless_eda_architecture,Serverless EDA Architecture,"serverless eda, cloud run, eventarc, pubsub, gemini predictive engine, bigtable, looker reporting","Build a Serverless EDA architecture on GCP where GE App clients and IoT Sensors trigger Cloud Run ingestion via Eventarc, stream to Cloud Bigtable, run Gemini Predictive Maintenance, and push alerts via Cloud Tasks.","Cloud Run serverless microservices, Eventarc triggers, Cloud Tasks queues, and Firestore / MemoryStore cache.",4,Phase 4: Technical Deep-Dive & Security Validation,"Cloud Run serverless microservices, Eventarc triggers, Cloud Tasks queues, and Firestore / MemoryStore cache.",App & Integration,Logical,Layer 4 (Application),Serverless Microservice Flow,LR,"Cloud Run, Eventarc, Cloud Pub/Sub, Cloud Tasks, Cloud Bigtable, Vertex AI Gemini Platform, BigQuery, Looker Studio","1. Draw Ingestion Edge (GE App Mobile, IoT Sensors). 2. Draw Serverless Processing Hub (Eventarc -> Cloud Run Microservices). 3. Draw Real-Time Bigtable & Gemini AI Analytics. 4. Draw Outbound Async Action Queues (Cloud Tasks -> Notifications).","Ensure 100% density with GE App mobile triggers, time-series telemetry, and sub-100ms processing SLAs.","System scope, component names, protocols",Initial architectural intent,Creator: Principal Serverless Architect | Consumers: Cloud Native Developers | Stakeholders: Head of Cloud Engineering,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-APP-L-11_serverless_eda_architecture
P4-DAT-P-12_multimodal_ingestion_flow,Agentic Multi-Modal Ingestion Flow,"multimodal ingestion, document ai, pdf parsing, speech to text, video intelligence, embeddings, vector lake","Design an Agentic Multi-Modal Ingestion Pipeline on GCP processing PDFs via Document AI, audio via Speech-to-Text, and video via Video Intelligence into GCS Bronze Lake, generating text-embedding-004 vectors for BigQuery BigLake.","Physical ingestion of raw PDFs, FASTQ omics streams, Document AI extraction, GCS Bronze Lake, and BigQuery loading.",4,Phase 4: Technical Deep-Dive & Security Validation,"Physical ingestion of raw PDFs, FASTQ omics streams, Document AI extraction, GCS Bronze Lake, and BigQuery loading.",Data & Analytics,Physical,Layer 5 (Operations),Multi-Modal Ingestion Pipeline,LR,"Cloud Storage, Document AI, Speech-to-Text, Vertex AI Embeddings, BigQuery BigLake, Cloud Dataflow, Gemini 3.7 Flash","1. Draw Raw Multi-Modal Ingress (PDF, Audio, Video, Sensor). 2. Draw Multi-Modal AI Extraction Processors. 3. Draw Chunking & Embedding Generation Tier. 4. Write to BigQuery BigLake Vector Index and Looker Audit Dashboard.",If [High-Volume Batch OCR] requested: Add Cloud Tasks distribution and Document AI batch processing pools.,"System scope, component names, protocols",Initial architectural intent,Creator: Lead Data Pipeline Architect | Consumers: AI / ML Engineers | Stakeholders: Chief Data Architect,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-DAT-P-12_multimodal_ingestion_flow
P4-DAT-P-13_real_time_streaming_analytics,Real-Time Streaming Analytics & Telemetry Pipeline,"streaming analytics, pubsub, dataflow, apache beam, sliding window, bigquery bi engine, real time dashboard","Build a Real-Time Streaming Analytics Pipeline on GCP ingesting 100k msg/sec from Pub/Sub, processing sliding window aggregations in Dataflow Beam, and visualizing sub-second KPI updates in Looker.","High-throughput Cloud Pub/Sub stream ingestion, Cloud Dataflow (Apache Beam) exact-once windowing, and BigQuery BI engine.",4,Phase 4: Technical Deep-Dive & Security Validation,"High-throughput Cloud Pub/Sub stream ingestion, Cloud Dataflow (Apache Beam) exact-once windowing, and BigQuery BI engine.",Data & Analytics,Physical,Layer 5 (Operations),Real-Time Stream Processing Flow,LR,"Cloud Pub/Sub, Cloud Dataflow (Apache Beam), BigQuery BI Engine, Cloud Bigtable, Looker Studio, Cloud Monitoring",1. Draw Edge IoT / App Stream Ingress. 2. Draw Cloud Pub/Sub Buffer. 3. Draw Dataflow Pipeline with Sliding Windows and ML Anomaly Scoring. 4. Sink to BigQuery for SQL analytics and Bigtable for low-latency lookups.,Enforce exact-once processing semantics and dead-letter queue (DLQ) error isolation.,"System scope, component names, protocols",Initial architectural intent,Creator: Principal Streaming Architect | Consumers: Data Engineers & Analytics Teams | Stakeholders: Head of Data Engineering,Security Review / ARB Sign-Off,Design → Verification,https://promptcanvas-production-235c.up.railway.app/workspace?blueprint=P4-DAT-P-13_real_time_streaming_analytics
